,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
328,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
329,Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea
330,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
331,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
332,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
333,Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
334,Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision
335,Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision
336,Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision
337,Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision
338,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision
339,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea
340,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
341,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
342,Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,
343,Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,
344,Osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,
345,Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,
346,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,
347,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,
348,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
349,Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking
350,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
351,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
352,Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,
353,Arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,,
354,Arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,,
355,Arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,,
356,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
357,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,,
358,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
359,Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,
360,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
361,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
362,(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,
363,(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,
364,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,
365,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,
366,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,
367,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,
368,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness
369,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,
370,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
371,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
372,Acne,pus_filled_pimples,blackheads,scurring,,,
373,Acne,skin_rash,blackheads,scurring,,,
374,Acne,skin_rash,pus_filled_pimples,scurring,,,
375,Acne,skin_rash,pus_filled_pimples,blackheads,,,
376,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,
377,Acne,skin_rash,pus_filled_pimples,blackheads,,,
378,Acne,skin_rash,pus_filled_pimples,scurring,,,
379,Acne,skin_rash,blackheads,scurring,,,
380,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
381,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
382,Urinary tract infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,
383,Urinary tract infection,burning_micturition,foul_smell_of_urine,continuous_feel_of_urine,,,
384,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
385,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,,,
386,Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,
387,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
388,Urinary tract infection,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine,,,
389,Urinary tract infection,burning_micturition,bladder_discomfort,continuous_feel_of_urine,,,
390,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
391,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
392,Psoriasis,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
393,Psoriasis,skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
394,Psoriasis,skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails,
395,Psoriasis,skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails,
396,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails,
397,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,
398,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
399,Psoriasis,skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails
400,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
401,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
402,Impetigo,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,,
403,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
404,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
405,Impetigo,skin_rash,high_fever,red_sore_around_nose,yellow_crust_ooze,,
406,Impetigo,skin_rash,high_fever,blister,yellow_crust_ooze,,
407,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,,
408,Impetigo,skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze,
409,Impetigo,skin_rash,blister,red_sore_around_nose,yellow_crust_ooze,,
410,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
411,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,
412,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,
413,Fungal infection,itching,skin_rash,dischromic_patches,,,
414,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,
415,Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,
416,Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,
417,Fungal infection,itching,skin_rash,dischromic_patches,,,
418,Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,
419,Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,
420,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
421,Allergy,shivering,chills,watering_from_eyes,,,
422,Allergy,continuous_sneezing,chills,watering_from_eyes,,,
423,Allergy,continuous_sneezing,shivering,watering_from_eyes,,,
424,Allergy,continuous_sneezing,shivering,chills,,,
425,Allergy,shivering,chills,watering_from_eyes,,,
426,Allergy,continuous_sneezing,chills,watering_from_eyes,,,
427,Allergy,continuous_sneezing,shivering,watering_from_eyes,,,
428,Allergy,continuous_sneezing,shivering,chills,,,
429,Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,
430,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain
431,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,
432,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,
433,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,
434,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain,
435,GERD,stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,
436,GERD,acidity,ulcers_on_tongue,vomiting,cough,chest_pain,
437,GERD,stomach_pain,ulcers_on_tongue,vomiting,cough,chest_pain,
438,GERD,stomach_pain,acidity,vomiting,cough,chest_pain,
439,GERD,stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain,
440,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
441,Chronic cholestasis,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
442,Chronic cholestasis,itching,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
443,Chronic cholestasis,itching,vomiting,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes
444,Chronic cholestasis,itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes
445,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,abdominal_pain,yellowing_of_eyes
446,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes
447,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
448,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
449,Chronic cholestasis,itching,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain
450,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,spotting_urination,
451,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,
452,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,
453,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,
454,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,
455,Drug Reaction,skin_rash,stomach_pain,burning_micturition,spotting_urination,,
456,Drug Reaction,itching,stomach_pain,burning_micturition,spotting_urination,,
457,Drug Reaction,itching,skin_rash,burning_micturition,spotting_urination,,
458,Drug Reaction,itching,skin_rash,stomach_pain,spotting_urination,,
459,Drug Reaction,itching,skin_rash,stomach_pain,burning_micturition,,
460,Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
461,Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,
462,Peptic ulcer diseae,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
463,Peptic ulcer diseae,vomiting,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching,
464,Peptic ulcer diseae,vomiting,indigestion,abdominal_pain,passage_of_gases,internal_itching,
465,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,passage_of_gases,internal_itching,
466,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,internal_itching,
467,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,
468,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
469,Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching
470,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
471,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,,
472,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,,
473,AIDS,muscle_wasting,patches_in_throat,extra_marital_contacts,,,
474,AIDS,muscle_wasting,patches_in_throat,high_fever,,,
475,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
476,AIDS,muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts,,
477,AIDS,patches_in_throat,high_fever,extra_marital_contacts,,,
478,AIDS,muscle_wasting,high_fever,extra_marital_contacts,,,
479,AIDS,muscle_wasting,patches_in_throat,high_fever,,,
480,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
481,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
482,Diabetes ,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
483,Diabetes ,fatigue,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
484,Diabetes ,fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity
485,Diabetes ,fatigue,weight_loss,restlessness,irregular_sugar_level,blurred_and_distorted_vision,obesity
486,Diabetes ,fatigue,weight_loss,restlessness,lethargy,blurred_and_distorted_vision,obesity
487,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,obesity
488,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
489,Diabetes ,fatigue,weight_loss,restlessness,lethargy,irregular_sugar_level,blurred_and_distorted_vision
490,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
491,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
492,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,
493,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
494,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,
495,Gastroenteritis,vomiting,sunken_eyes,dehydration,,,
496,Gastroenteritis,vomiting,sunken_eyes,dehydration,diarrhoea,,
497,Gastroenteritis,sunken_eyes,dehydration,diarrhoea,,,
498,Gastroenteritis,vomiting,dehydration,diarrhoea,,,
499,Gastroenteritis,vomiting,sunken_eyes,diarrhoea,,,
500,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
501,Bronchial Asthma,cough,high_fever,breathlessness,family_history,mucoid_sputum,
502,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,mucoid_sputum,
503,Bronchial Asthma,fatigue,cough,breathlessness,family_history,mucoid_sputum,
504,Bronchial Asthma,fatigue,cough,high_fever,family_history,mucoid_sputum,
505,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,mucoid_sputum,
506,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,
507,Bronchial Asthma,fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum
508,Bronchial Asthma,cough,high_fever,breathlessness,family_history,mucoid_sputum,
509,Bronchial Asthma,fatigue,high_fever,breathlessness,family_history,mucoid_sputum,
510,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
511,Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,
512,Hypertension ,headache,dizziness,loss_of_balance,lack_of_concentration,,
513,Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration,,
514,Hypertension ,headache,chest_pain,dizziness,lack_of_concentration,,
515,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,,
516,Hypertension ,headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration,
517,Hypertension ,chest_pain,dizziness,loss_of_balance,lack_of_concentration,,
518,Hypertension ,headache,dizziness,loss_of_balance,lack_of_concentration,,
519,Hypertension ,headache,chest_pain,loss_of_balance,lack_of_concentration,,
520,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
521,Migraine,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression
522,Migraine,acidity,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression
523,Migraine,acidity,indigestion,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression
524,Migraine,acidity,indigestion,headache,excessive_hunger,stiff_neck,depression
525,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,stiff_neck,depression
526,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,depression
527,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
528,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
529,Migraine,acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck
530,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
531,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
532,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,
533,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,,
534,Cervical spondylosis,back_pain,weakness_in_limbs,dizziness,loss_of_balance,,
535,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,loss_of_balance,,
536,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,,
537,Cervical spondylosis,back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,
538,Cervical spondylosis,weakness_in_limbs,neck_pain,dizziness,loss_of_balance,,
539,Cervical spondylosis,back_pain,neck_pain,dizziness,loss_of_balance,,
540,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
541,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
542,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,,
543,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,,
544,Paralysis (brain hemorrhage),vomiting,headache,altered_sensorium,,,
545,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,,,
546,Paralysis (brain hemorrhage),vomiting,headache,weakness_of_one_body_side,altered_sensorium,,
547,Paralysis (brain hemorrhage),headache,weakness_of_one_body_side,altered_sensorium,,,
548,Paralysis (brain hemorrhage),vomiting,weakness_of_one_body_side,altered_sensorium,,,
